Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Age,AboutMe,Views,UpVotes,DownVotes
990,101,2012-03-09 00:53:01.690,j08691,2012-05-07 03:30:56.950,http://notonebit.com,New Jersey,41,"<ul> <li>There are only 10 types of people in the world: Those who understand binary, and those who don't.</li> <li>Even a broken clock is right twice a day.</li> <li>I � Unicode</li> </ul>  <p><img src=""http://i.stack.imgur.com/JqXfL.png"" width=""200"" height=""200""></p>",0,0,0
992,116,2012-03-09 02:05:06.360,animuson,2013-12-15 21:43:17.753,http://animuson.me,"Chalco, NE",23,"<p>I like thinking, and playing games, and building websites.</p>  <p>Oh, and sunglasses confuse me.</p>  <p>I'm also a moderator on Stack Overflow.</p>  <p>[ <a href=""http://twitter.com/animuson"" rel=""nofollow"">Twitter</a> ] - [ <a href=""http://steamcommunity.com/id/animuson/"" rel=""nofollow"">Steam</a> ] - [ <a href=""http://amzn.com/w/LGX3VTZFEUQR"" rel=""nofollow"">Amazon Wishlist</a> ]</p>",1,5,0
993,101,2012-03-09 11:20:24.733,Henrik Söderlund,2014-01-26 22:33:49.897,NULL,Sweden,39,NULL,0,1,0
994,111,2012-03-09 20:52:12.237,cornbread ninja,2012-07-25 19:23:38.683,http://cornbreadninja.blogspot.com,NULL,NULL,NULL,2,4,0
995,111,2012-03-09 21:04:42.343,Thomas Clayson,2013-01-28 11:28:35.247,http://tclayson.com,"Cambridgeshire, United Kingdom",24,<p>I am a professional mobile and web developer.</p>,1,0,0
996,101,2012-03-09 21:15:56.027,jgauffin,2012-04-09 17:50:40.497,http://blog.gauffin.org,"Falun, Sweden",38,"<h1><a href=""http://onetrueerror.com"" rel=""nofollow"">OneTrueError</a></h1>  <p>Automated .NET exception handling and analytics.  Founded by me</p>  <h1>About me</h1>  <p><a href=""http://blog.gauffin.org"" rel=""nofollow"">Blog</a> | <a href=""http://careers.stackoverflow.com/jgauffin"">CV</a> | <a href=""http://twitter.com/jgauffin"" rel=""nofollow"">Twitter</a></p>  <p>My open source:</p>  <ul> <li><a href=""https://github.com/jgauffin/griffin.framework"" rel=""nofollow"">Griffin.Framework</a> Library with a Datamapper, Networking, Command/Query</li> <li><a href=""https://github.com/jgauffin/griffin.mvccontrib"" rel=""nofollow"">Griffin.MvcContrib</a> ASP.NET MVC3 Contribution project.</li> <li><a href=""https://github.com/jgauffin/Griffin.Table"" rel=""nofollow"">Griffin.Table</a> jQuery Table plugin with MVC3 integration</li> <li><a href=""http://blog.gauffin.org/2012/02/introducing-griffin-editor-a-jquery-textarea-plugin/"" rel=""nofollow"">Griffin.Editor</a> jQuery texarea editor plugin with markdown support, preview pane etc. etc.</li> </ul>",1,3,0
997,117,2012-03-09 21:25:42.427,samwise,2012-03-10 22:18:48.500,NULL,NULL,NULL,NULL,1,1,0
998,131,2012-03-09 21:59:37.083,Robert Hume,2012-03-09 21:59:37.083,http://n/a,NULL,NULL,NULL,2,0,0
999,1,2012-03-10 04:36:04.860,Magesh khanna,2012-03-10 04:36:04.860,http://mypage.iu.edu/~magevadi/,"Bloomington, IN",25,"<p>Developer, Student, Deep thinker, Early Adopter, Fast learner, Idea king</p>",0,0,0
1000,76,2012-03-10 06:11:08.753,Jason R. Johnston,2012-03-10 06:11:08.753,http://www.jasonrjohnston.com,NULL,NULL,NULL,3,0,0
1002,1,2012-03-10 19:46:19.547,Michael Smith,2012-12-18 14:44:56.750,NULL,NULL,NULL,NULL,0,0,0
1003,106,2012-03-11 03:13:01.773,dandt,2012-03-11 03:13:01.773,http://none,NULL,NULL,NULL,2,0,0
1004,1,2012-03-11 04:51:02.017,RIckcah,2012-03-11 05:12:53.503,NULL,NULL,NULL,NULL,0,0,0
1005,361,2012-03-12 08:02:43.290,Gavin H,2014-05-11 20:02:02.700,NULL,NULL,NULL,NULL,4,0,0
1006,477,2012-03-12 09:48:25.480,galacticninja,2014-09-12 11:28:56.953,,NULL,NULL,"<p>""<em>Be excellent to each other, and party on, dudes!</em>""<br>  - Bill S. Preston, Esquire and Ted 'Theodore' Logan</p>  <p>""<em>Daniel-san, remember you defense, points come, concentrate, focus, power. Remember balance! Make good fight.</em>""<br>  - Mr. Miyagi  </p>  <p>Dib: <em>Sorry, I'm late…Horrible... nightmare visions!</em><br> Ms. Bitters: <em>It's called 'life', Dib. Sit Down.</em> </p>  <hr>  <p><a href=""http://stackexchange.com/users/495159/galacticninja""><img src=""https://stackexchange.com/users/flair/495159.png"" width=""208"" height=""58"" alt=""profile for galacticninja on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for galacticninja on Stack Exchange, a network of free, community-driven Q&amp;A sites"" /></a></p>",19,102,4
1007,1,2012-03-12 10:34:44.333,Crates,2012-03-12 10:34:44.333,http://cr8s.net/,New England,30,"<p>Owner of <a href=""http://athames.com/"" rel=""nofollow"" title=""Athames.com Metaphysical Wholesalers"">Athames.com Metaphysical Wholesalers</a> and <a href=""http://cratesmedia.com/"" rel=""nofollow"" title=""Crates' Media Collective"">Crates' Media Collective</a></p>",0,0,0
1008,156,2012-03-12 13:37:36.153,Eregrith,2012-09-19 12:32:23.040,NULL,NULL,26,"<p>Young and dynamic consultant for AUSY (French IT Company) at Renault Trucks, in france. Member of the team in charge of developing and maintaining applications for diagnostic of trucks. I am in charge of analysis and conception of the next applications to be developped.</p>",5,3,0
1009,16,2012-03-12 14:41:55.073,alduin400,2012-03-13 08:49:30.977,NULL,NULL,NULL,NULL,0,0,0
1010,181,2012-03-13 14:17:22.633,hrishioa,2012-03-28 12:28:00.510,http://learn-fpgas.blogspot.com,Singapore,20,"<p>Programmer, Hacker, Modder.</p>",1,0,0
1013,101,2012-03-13 17:28:43.983,Renan,2012-03-13 17:46:42.003,,NULL,NULL,,0,0,0
1014,138,2012-03-13 17:54:42.483,user1014,2014-07-25 13:13:09.117,NULL,NULL,NULL,NULL,0,0,0
1015,21,2012-03-13 18:55:34.840,Robin Salazar,2012-09-27 04:23:34.933,NULL,"Utah, USA",55,NULL,0,0,0
1016,118,2012-03-13 22:00:09.627,Jason S,2012-06-14 11:40:10.153,http://www.embeddedrelated.com/blogs-1/nf/Jason_Sachs.php,Arizona,NULL,NULL,4,18,0
1017,101,2012-03-14 02:18:36.057,Dez,2012-03-14 02:18:36.057,http://iamdez.com,"Minneapolis, MN",34,"<p>Web Application / Site Software Tester since 2001. Holder of an old-ass A+ Certification that I got so I could teach prison inmates how to fix computers.</p>  <ul> <li>Tester @ <a href=""http://www.clockwork.net"" rel=""nofollow"">Clockwork Active Media Systems</a></li> <li>Tweets from <a href=""http://www.twitter.com/iamdez"" rel=""nofollow"">iamdez</a></li> </ul>  <p>Also a:</p>  <ul> <li>WordPress Developer</li> <li>Blogger</li> <li>Real Food Junkie</li> <li>Dad</li> </ul>",0,0,0
1018,101,2012-03-14 11:24:33.623,hamed,2012-03-27 21:58:08.953,NULL,NULL,NULL,NULL,1,0,0
1019,1,2012-03-14 17:04:17.087,Aleksandar Aca Mirjanić,2012-11-10 21:01:49.847,http://facebook,Serbia,23,"<p><a href=""https://www.facebook.com/profile.php?id=100001414089954"" rel=""nofollow"">https://www.facebook.com/profile.php?id=100001414089954</a></p>",0,0,0
1020,232,2012-03-14 19:26:35.180,Waddler,2014-09-02 19:48:52.807,,North Texas,32,"<p>Favorite Shows: 24, Lost, BSG (2004), How I Met Your Mother, Big Bang Theory</p>",14,25,1
1021,101,2012-03-14 19:57:59.023,Manatherin,2012-03-14 20:13:32.233,NULL,NULL,24,NULL,0,0,0
1022,118,2012-03-14 22:03:28.110,Lucas Kauffman,2013-08-05 02:12:15.440,http://cloud101.eu,Belgium,24,"<p>I'm a security analyst and consultant, I'm here to learn and help others out. </p>  <p>Opinions are my own. Advice provided with no warranty.</p>  <p>Find me on  <a href=""http://cloud101.eu"" rel=""nofollow"">http://cloud101.eu</a></p>",0,2,0
1023,101,2012-03-15 12:25:49.287,Aditya Sehgal,2014-05-03 20:02:44.400,NULL,"Staines, United Kingdom",32,"<p>Telecom Protocol stacks is my area of work and interest. Occasionally,very occasionally I dabble in Ruby.</p>",0,0,0
1024,101,2012-03-15 13:10:28.493,Buhake Sindi,2013-09-23 21:40:29.837,http://theelitegentleman.blogspot.com/,South Africa,NULL,"<h1><b><a href=""http://data.stackexchange.com/stackoverflow/s/2271/gold-java-badge-ranking-in-south-africa"" rel=""nofollow"">First person in South Africa to receive a Gold Java Badge</a> (Received on 5th November 2011) and 71st overall</b> on StackOverflow. Whoohoo! :-)</h1>  <p></p>  <h2>Where can you find me?</h2>  <ul>    <li><a href=""http://www.sindi.co.za"" rel=""nofollow"">Sindi Technologies</a> (Founder)</li>    <li><a href=""http://twitter.com/EliteGentleman"" rel=""nofollow"">Twitter</a></li>    <li><a href=""http://za.linkedin.com/pub/buhake-sindi/5/b30/928"" rel=""nofollow"">LinkedIn</a></li>    <li><a href=""https://plus.google.com/109347347265470902659"" rel=""nofollow"">Google+</a></li>    <li><a href=""https://github.com/TheEliteGentleman"" rel=""nofollow"">GitHub</a></li>    <li><a href=""http://theelitegentleman.blogspot.com/"" rel=""nofollow"">My Blog (The Elite Gentleman Writes...)</a></li>    <li><a href=""https://soundcloud.com/the-excalibur/"" rel=""nofollow"">SoundCloud</a></li> </ul>  <p>The following shows the experiences I have from computer languages. It is not a reflection of who I am.  <br /></p>  <h2>Professional experience:</h2>  <ul>    <li>Java (JEE, formerly J2EE; J2SE)</li>    <li>VB .NET</li>    <li>SQL (RDBMS independent)</li>    <li>HTML/XHTML</li>    <li>CSS (from version 1 to 3)</li> </ul>  <h2>External Experience:</h2>  <ul>    <li>Pascal / Delphi</li>    <li>VB</li>    <li>C/C++</li>    <li>Assembly language</li>    <li>Adobe Flex</li>    <li>PHP (started)</li>    <li>Scala (started)</li> </ul>",1,1,0
1025,101,2012-03-15 13:22:17.527,Alex,2014-09-02 16:25:42.190,NULL,NULL,NULL,NULL,0,3,0
1026,101,2012-03-15 16:36:25.867,Daniel,2014-08-26 23:11:21.997,http://stackexchange.com/users/64ba4d91-1137-4795-bedf-d53781d56b7e?tab=accounts,Pennsylvania,NULL,"<p><a href=""http://english.stackexchange.com/q/35144/10041""> <img src=""http://stackexchange.com/users/flair/64ba4d9111374795bedfd53781d56b7e.png"" width=""208"" height=""58"" title=""Well met!""></a></p>",1,13,0
1027,562,2012-03-15 17:37:01.123,hmmmm,2014-06-25 18:36:51.970,http://none,United Kingdom,23,<p>MSc Mathematics Student</p>,21,50,20
1028,1,2012-03-16 14:23:30.693,user1028,2012-03-16 14:23:30.693,NULL,NULL,NULL,NULL,0,0,0
1029,123,2012-03-16 14:34:13.883,tenfour,2012-05-12 14:09:32.397,http://tridentloop.com,"Brussels, Belgium",35,"<p>For my own notes:</p>  <ul> <li><a href=""http://stackoverflow.com/questions/4944621/create-an-on-screen-keyboard"">Create an On-screen Keyboard</a></li> </ul>",1,2,0
1030,151,2012-03-16 19:29:00.530,Glenn Ferrell,2012-03-18 16:43:09.300,http://www.gfwebsoft.com,NULL,NULL,NULL,0,0,0
1031,101,2012-03-17 00:43:25.483,Joel Brown,2014-03-11 13:24:54.800,http://www.mooseware.ca,"Mississauga, Canada",52,"<p>I'm a professional software developer with more than twenty years of experience across many industries and the entire systems development lifecycle.  I'm the principal consultant at Mooseware Limited.</p> <p><a href=""http://twitter.com/joelabrown"">@joelabrown</a></p><p><a href=""https://profiles.google.com/112774306802865308745#"">google</a></p><p><a href=""http://www.facebook.com/joel.brown"">facebook</a></p><p><a href=""http://ca.linkedin.com/in/joelalexanderbrown"">linkedin</a></p>",2,1,0
1033,101,2012-03-17 18:55:00.963,Phil,2014-03-17 13:34:16.407,NULL,NULL,NULL,NULL,5,0,0
1034,148,2012-03-18 02:06:03.447,Chris,2014-08-30 05:23:20.413,http://stringtheorysoftware.com,"Denver, CO",NULL,NULL,0,1,0
1035,1,2012-03-18 05:22:21.877,Nanos,2012-03-18 05:22:21.877,NULL,NULL,NULL,NULL,0,0,0
1036,1,2012-03-18 07:35:30.813,Real World IS,2012-03-18 07:35:30.813,NULL,NULL,NULL,NULL,0,0,0
1037,101,2012-03-18 15:18:56.477,automatic,2012-03-19 18:19:01.023,NULL,"Atlanta, GA",60,"I'm an old guy who likes programming, photography, chess, science fiction, and music.",0,0,0
1039,1654,2012-03-19 10:46:29.743,AlasdairCM,2014-09-12 13:38:03.287,,"London, United Kingdom",32,,35,93,7
1040,1,2012-03-19 12:00:41.743,chrisbergr,2012-08-13 07:46:05.267,http://chrisbergr.com,Germany,31,NULL,0,0,0
1041,128,2012-03-19 20:00:44.610,jontro,2014-07-19 10:49:55.870,http://www.weightpoint.se,"Gothenburg, Sweden",31,<p>Java developer with 10 years of experience with web development.</p>,1,1,0
1044,101,2012-03-20 15:01:04.317,TechCare99,2012-07-12 11:50:25.533,http://Care,India,24,<p>a</p>,0,0,0
1045,101,2012-03-21 08:44:42.140,Shobhan,2012-06-24 05:38:25.477,NULL,"Pune, India",33,NULL,5,0,0
1046,1202,2012-03-21 11:58:58.357,phantom42,2014-09-12 19:26:21.437,NULL,DC Area,NULL,"<p>Web Developer, Digital Photographer and Asian Pirate - not necessarily in that order.</p>",15,61,4
1047,1,2012-03-21 17:52:12.473,JamshedKatta,2014-06-30 10:25:06.863,NULL,"Mumbai, India",28,NULL,0,0,0
1049,1,2012-03-21 23:28:56.757,Burbidge87,2012-04-18 00:45:47.730,https://plus.google.com/117481656951630263495/posts,"San Diego, CA",27,"<p><p>I am currently a SQL DBA and Application Support Engineer for <a href=""http://www.Resmed.com/"" rel=""nofollow"">Resmed</a>.</p>",0,0,0
1050,51,2012-03-22 07:22:04.417,Richard Cho.,2012-03-22 07:49:44.397,NULL,NULL,NULL,NULL,1,0,0
1051,533,2012-03-22 20:11:57.657,AntonChanning,2014-03-24 15:20:20.293,http://ant.chantech.org,United Kingdom,40,"<p>Started programming at 8 years old on Sinclair ZX81, with 1k of RAM, which I quickly used up causing it to crash, and my parents to buy me a 16k expansion pack.</p>  <p>A couple years later we got a BBC Model B on which I learned further, including VDU graphics and Sprite Generation.  I mostly wrote games at this point.</p>  <p>To cut a long story short I got BSc in Applied Computing in 1995 from the University of East Anglia in Norwich, with a final year project in connecting a website to a database using cgi scripts written in C, and eventually started a career as a web programmer, mostly for internal intranet systems and currently a software as a service web and ivr survey system, mostly working on the reporting side of things.  </p>",12,96,0
1052,1,2012-03-22 22:42:46.707,C.D. Reimer,2012-03-22 23:28:05.903,http://www.cdreimer-associates.com,California,45,"C.D. Reimer lives and works in Silicon Valley.  His interests are ceramics, painting, tropical fish, and web programming.  These keep him out of trouble when he’s not fixing broken users and consoling hurt computers.  Currently working on his first novel, a short story collection, and various short stories.  He blogs on <a href=""http://www.creimer.ws"" rel=""nofollow"">Once Upon An Albatross...</a> when he's not busy playing <strike>video games</strike> writing.",9,0,0
1053,101,2012-03-23 08:27:33.630,ShreevatsaR,2014-08-05 09:51:52.830,NULL,NULL,NULL,NULL,3,5,0
1054,21,2012-03-23 09:13:34.063,Lisa Schumer,2012-03-23 09:13:34.063,NULL,NULL,NULL,NULL,1,0,0
1055,101,2012-03-23 15:40:19.273,orion,2012-04-03 15:53:37.787,NULL,NULL,NULL,<p>Student of Physics and Astrophysics.</p>,0,0,0
1056,101,2012-03-23 16:17:32.203,Mathias Bynens,2013-12-16 14:31:23.257,http://mathiasbynens.be/,Belgium,26,"<ul> <li><a href=""http://mathiasbynens.be/"" rel=""nofollow"">mathiasbynens.be</a></li> <li><a href=""http://twitter.com/mathias"" rel=""nofollow"">twitter.com/mathias</a></li> <li><a href=""http://jsperf.com/"" rel=""nofollow"">jsPerf.com</a></li> </ul>",9,3,0
1057,151,2012-03-23 18:28:29.007,smackfu,2014-01-28 20:37:48.963,http://www.smackfu.com,"Naugatuck, CT",38,"<p><a href=""http://stackexchange.com/users/47162/smackfu""><img src=""http://stackexchange.com/users/flair/47162.png"" width=""208"" height=""58"" alt=""profile for smackfu on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for smackfu on Stack Exchange, a network of free, community-driven Q&amp;A sites"" /></a></p>",1,0,0
1058,101,2012-03-24 03:36:24.503,J Lee,2012-03-24 03:36:24.503,NULL,Canada,NULL,NULL,0,0,0
1059,173,2012-03-24 08:12:27.803,pop stack,2012-05-28 14:57:50.067,NULL,NULL,NULL,NULL,23,0,0
1060,101,2012-03-24 08:56:40.413,vocaro,2012-03-25 05:51:23.443,NULL,"San Jose, CA",NULL,NULL,0,0,0
1061,1,2012-03-24 16:43:37.647,jkneip,2014-07-26 03:11:18.340,http://jasonkneip.com,Alabama,40,NULL,1,0,0
1062,362,2012-03-24 21:05:26.553,Aerovistae,2014-09-11 12:22:17.460,NULL,NULL,NULL,<p>Student of many things.</p>,8,12,2
1063,121,2012-03-24 21:30:33.770,LinuxlyChallenged,2012-05-28 16:37:49.927,NULL,NULL,NULL,NULL,2,0,0
1064,300,2012-03-25 01:36:04.697,Kyralessa,2014-08-06 21:51:26.690,http://www.theonion.com/content/node/28694,"St Louis, MO",39,"<p>.NET developer.  Started in VBA, then moved to VB .NET, then to C#.</p>  <p>Have you tried Git?  It'll change your programming life.</p>",13,44,0
1065,1,2012-03-25 04:46:05.630,R.A.,2012-03-25 04:46:05.630,,NULL,NULL,,0,0,0
1066,101,2012-03-25 04:53:52.457,zzhang,2012-03-25 04:53:52.457,NULL,"Boston, MA",NULL,NULL,0,0,0
1067,1,2012-03-25 06:23:53.327,Chandni Batra,2012-03-25 06:23:53.327,NULL,NULL,NULL,NULL,9,0,0
1068,256,2012-03-25 11:24:08.100,Andomar,2014-01-31 10:33:29.703,NULL,Netherlands,41,"<p>I'm a software developer at a telco supporting line-of-business applications.  We use a variety of technologies from ASP.NET to Perl.  I've come to appreciate SQL more over time, and I now spend most of my time in the database.</p>  <p>If you'd like to learn SQL properly, consider the awesome free <a href=""http://www.db-class.org/"" rel=""nofollow"">SQL course from Stanford</a>.  The <a href=""https://www.coursera.org/"" rel=""nofollow"">organization behind the course</a> offers many other classes.  I'm enjoying the Fantasy and Science Fiction course.</p>",3,2,0
1069,101,2012-03-25 23:03:14.473,deworde,2014-07-24 15:12:31.487,NULL,"Newcastle upon Tyne, United Kingdom",30,"<p>Lapsed Catholic. Luddite Geek. Shy Chatterbox. A mass of contradictions wrapped in an open enigma.</p>  <p>Some days, I really regret making <a href=""http://stackoverflow.com/a/3638034/14250"">http://stackoverflow.com/a/3638034/14250</a> a comm. wiki question. Then I get back to helping people solve problems rather than trying to help myself score rep. (Man, but 370 upvotes. <strong>Three. Hundred. And. Seventy.</strong>)</p>",0,12,0
1071,145,2012-03-26 02:37:54.133,somdow,2013-01-28 04:07:22.587,NULL,NULL,33,NULL,3,2,0
1072,21,2012-03-26 04:44:58.107,Gary R Feroz,2012-03-29 02:14:02.427,http://www.senecamachines.com,NULL,NULL,"<p>Gary R Feroz</p>  <p>Seneca Machine <a href=""http://www.senecamachine.com/"" rel=""nofollow"">http://www.senecamachine.com/</a></p>  <p>317 Main St Farmington NH</p>  <p>Phone: 603 312-3080 603 781-5634</p>  <p>gary@senecamachine.com info@senecamachine.com</p>  <p>Wife: Theresa Feroz</p>",2,0,0
1073,26,2012-03-27 05:53:46.623,ian deleon,2012-03-27 06:17:30.760,NULL,NULL,NULL,NULL,3,0,0
1074,172,2012-03-27 14:51:59.220,Pureferret,2014-08-05 08:08:08.930,http://pureferret.deviantart.com/,"Bath, United Kingdom",25,"<p>I'm a recent graduate with a perchant for Java, Science, Coffee, Games and Cooking!</p>",3,23,3
1075,159,2012-03-27 15:04:37.137,AirieFenix,2012-07-05 17:44:59.087,NULL,Argentina,27,NULL,6,1,0
1076,36,2012-03-27 15:57:35.430,Soni,2012-03-30 14:54:12.627,NULL,NULL,NULL,NULL,25,0,0
1077,101,2012-03-27 16:09:52.350,instinctious,2012-06-28 12:23:40.177,NULL,"Prague, Czech Republic",23,NULL,0,0,0
1078,101,2012-03-27 17:37:50.080,Vinnie,2012-03-27 17:37:50.080,NULL,"Columbus, OH",NULL,NULL,0,0,0
1079,244,2012-03-27 20:31:45.117,andondraif,2012-06-10 11:17:08.010,,Indonesia,NULL,,6,48,0
1080,101,2012-03-27 23:48:02.723,Kerim Atasoy,2012-03-30 17:53:42.700,http://www.kerimatasoy.com,NULL,NULL,NULL,4,0,0
1081,101,2012-03-28 06:52:18.910,sagarchalise,2012-03-28 06:52:18.910,http://sagarchalise.com.np,"Kathmandu, Nepal",NULL,<p>extensive Linux user with python and php programming</p>,0,0,0
1082,101,2012-03-28 13:52:53.550,Dave McClelland,2013-01-16 14:28:17.167,http://n/a,"Germantown, MD",26,"<p>Full time code monkey, smashing keys randomly until code appears.</p>",0,0,0
1083,131,2012-03-28 16:22:18.240,Tacroy,2014-01-07 14:53:51.270,NULL,NULL,NULL,NULL,0,0,0
1084,146,2012-03-28 19:39:41.820,Stamm,2014-03-22 18:45:08.437,,France,38,,4,1,0
1085,101,2012-03-28 21:23:29.280,Kenster,2014-08-19 19:37:25.557,NULL,United States,52,"<p>Software developer in central Ohio. Currently enhancing a content management system in Java on Linux. I've previously worked with Solaris, Oracle, JDBC, C, C++, Perl.</p>",1,3,0
1086,1,2012-03-28 23:55:28.140,edwinksl,2012-03-28 23:55:28.140,https://www.linkedin.com/in/edwinksl,"Cambridge, MA",NULL,NULL,0,0,0
1087,1,2012-03-29 10:03:28.950,user13582,2012-03-29 10:03:28.950,NULL,NULL,NULL,NULL,0,0,0
1088,11,2012-03-29 14:23:18.693,wanderingscribe,2012-08-07 06:02:30.020,NULL,NULL,NULL,<p>There's nothing really special about me. I'm just a curious person who likes to discover new things and ask questions about this crazy world we live in.</p>,1,0,0
1089,1,2012-03-29 16:07:37.507,user1089,2012-07-25 01:59:08.313,NULL,NULL,NULL,NULL,1,0,0
1090,101,2012-03-29 17:07:56.857,Ashwin Ganesh K,2012-03-29 17:07:56.857,NULL,United States,26,"<p><a href=""http://stackexchange.com/users/329602""> <img src=""http://stackexchange.com/users/flair/329602.png"" width=""208"" height=""58"" alt=""profile for Ashwin Ganesh on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for Ashwin Ganesh on Stack Exchange, a network of free, community-driven Q&amp;A sites""> </a></p>",0,1,0
1091,148,2012-03-29 19:39:54.133,JonW,2014-03-30 22:39:40.813,http://www.jon-walmsley.com/,"England, United Kingdom",NULL,"<p>Working in UX / Information Architect role in Hampshire, UK.</p>  <p>Twitter: <a href=""https://twitter.com/UXJon"" rel=""nofollow"">https://twitter.com/UXJon</a></p>",2,2,0
1092,1,2012-03-30 07:37:45.730,InterRaptor,2012-04-03 15:05:57.813,NULL,NULL,NULL,NULL,0,0,0
1093,131,2012-03-30 08:42:25.300,Sachin Mhetre,2014-03-25 09:00:04.173,http://www.sachin.mhetre.facebook.com,"Mumbai, India",27,"<h2>Presently intern at Tata Power SED.</h2>  <p>I love to work in C, C++, Java, Linked List..  I am doing MCA from PVG's COS, Pune.</p>  <p><img src=""http://i.stack.imgur.com/NaTfg.png"" alt=""enter image description here""></p>",3,2,0
1094,101,2012-03-30 17:30:01.123,cdeszaq,2012-04-02 18:47:46.443,http://www.cdeszaq.com,"Madison, WI",27,<p>Currently working with:</p>  <ul> <li>Groovy</li> <li>Grails</li> <li>Griffon</li> </ul>,0,0,0
1095,127,2012-03-31 05:24:03.263,Alder,2014-05-04 15:54:59.660,,NULL,NULL,,3,0,0
1097,1,2012-03-31 06:58:55.093,user1298877,2012-04-18 16:17:16.923,NULL,NULL,NULL,NULL,0,0,0
1099,681,2012-03-31 19:29:49.923,David Z,2014-09-03 17:14:30.590,http://www.ellipsix.net,"State College, PA",28,"<p>I'm a graduate student in physics doing research in high-energy particle physics. I also have a hobby interest in computer programming.</p>  <p>You can find me on <a href=""http://twitter.com/ellipsix"" rel=""nofollow"">Twitter</a>, or check out my <a href=""http://www.ellipsix.net"" rel=""nofollow"">blog and personal website</a>!</p>  <p>For matters <em>not related to Stack Exchange</em>, I can be contacted by email at <strong>stack@ellipsix.net</strong>.</p>",10,31,2
1100,5348,2012-03-31 20:24:48.237,Mathew Foscarini,2014-09-11 18:50:09.250,http://www.thinkingmedia.ca,"Markham, Ontario, Canada",42,"<p>""Never tell me the odds.""</p>  <p>Check out my current development project.</p>  <p><a href=""http://www.cgtag.com"" rel=""nofollow"">http://www.cgtag.com</a></p>  <p>Fork me on github.</p>  <p><a href=""https://github.com/thinkingmedia"" rel=""nofollow"">https://github.com/thinkingmedia</a></p>",179,523,21
1101,1,2012-03-31 22:03:52.980,enkrates,2013-06-08 16:49:45.377,http://enkrates.com,"Austin, TX",36,NULL,0,0,0
1102,101,2012-04-01 12:35:20.140,RobM,2014-09-09 07:47:50.340,http://itsalwaysmyproblem.com/,United Kingdom,43,"<p>Started working with IBM mainframe computers in the 1980s, moved on to Unix and Vax minicomputers before getting moved on to the traditional LAN servers we all know and 'love' today.</p>  <p>Former Microsoft MVP for Virtualisation, Windows Server &amp; Security about 8 years. </p>  <p>Currently deputy department manager and ""senior sysadmin"" for a college in England, designing and providing server and infrastructure for an IT team that looks after several thousand users in a mixed environment.</p>",0,2,0
1104,101,2012-04-01 15:24:35.263,je4d,2012-04-01 15:24:35.263,NULL,London,NULL,NULL,0,0,0
1105,1,2012-04-02 05:05:17.623,fragilewindows,2014-07-25 14:09:57.463,http://none,New Jersey,29,"<p>I enjoy learning new languages (computer and spoken), video games, reading, etc.</p>",2,0,0
1106,1,2012-04-02 07:08:51.563,g0gan,2012-04-02 19:48:17.367,http://docvision.com,Saint Petesburg,26,"<p>AD,GPO,IIS,APACHE,SQL,ZABBIX,GNU,WINDOWS,PHP</p>",1,0,0
1107,101,2012-04-02 08:08:39.990,jb10210,2012-04-02 09:23:44.360,NULL,NULL,NULL,NULL,0,2,0
1108,1,2012-04-02 18:57:42.203,user915,2012-04-02 18:57:42.203,NULL,NULL,NULL,NULL,0,0,0
1109,1,2012-04-02 20:41:59.383,konfou,2012-04-02 20:41:59.383,http://konfou.blogspot.com,NULL,18,NULL,0,0,0
1110,101,2012-04-03 13:45:40.843,noname.cs,2012-04-03 14:23:48.830,http://giamua.com,NULL,NULL,NULL,0,0,0
1111,503,2012-04-03 15:09:23.610,Bobby Alexander,2014-09-12 16:33:51.033,http://www.discretevector.com,Singapore,32,"<p>Currently: Chief Architect</p>  <p>My rarely updated blog: <a href=""http://www.discretevector.com"" rel=""nofollow"">www.discretevector.com</a></p>  <p>My film review blog: <a href=""http://www.theonereview.com"" rel=""nofollow"">www.theonereview.com</a></p>",47,49,45
1112,166,2012-04-03 16:21:01.930,Adam Davis,2014-08-28 18:18:30.707,http://www.ubasics.com,"Ann Arbor, MI",38,"<p>Embedded engineer, hardware and software on custom and mobile hardware.</p>  <p><p>adavis@ubasics.com - 734-418-8418 - <a href=""http://twitter.com/stienman"" rel=""nofollow"">Twitter</a> - <a href=""https://plus.google.com/112698793341220704537"" rel=""nofollow"">Google+</a></p>",0,2,0
1113,150,2012-04-03 18:27:13.647,mmyers,2014-09-11 16:35:07.367,http://crystalempiregames.com,United States,NULL,"<p>I never intended to post here. I joined only to comment on something, then forgot what I was doing.</p>",2,8,0
1114,101,2012-04-03 21:30:33.653,Dason,2013-12-06 19:53:28.187,http://stackoverflow.com/users/edit/1003565,"Ames, IA",28,"<p>I am a graduate student studying statistics that loves to use Linux and open source software.</p>  <p>I spend some time writing useless R packages <a href=""https://github.com/Dasonk"" rel=""nofollow"">on Github</a>.</p>",0,2,0
1116,101,2012-04-04 10:49:35.357,Emmad Kareem,2012-04-05 20:12:57.153,NULL,NULL,NULL,NULL,0,0,0
